project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
Marketing and Social Media Assessments & TA,2015-03-01 00:00:00,2015-06-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=352&z=bh78,2015,21,NCMS
Summer Concert Series,2015-06-01 00:00:00,2015-09-30 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=391&z=bh78,2015,21,NCMS
Strategic Plan,2015-02-01 00:00:00,2015-04-30 00:00:00,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=348&z=bh78,2015,21,NCMS
Annual Meeting and Annual Report,2015-02-01 00:00:00,2015-04-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=349&z=bh78,2015,21,NCMS
NMSC Membership,2014-10-01 00:00:00,2015-09-30 00:00:00,3350.0,3350.0,0,3350.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=345&z=bh78,2015,21,NCMS
Business & Corridor Promotions and Marketing Collateral,2015-05-01 00:00:00,2015-09-30 00:00:00,6950.0,6950.0,0,6950.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=392&z=bh78,2015,21,NCMS
Business/Commercial Property Database,2014-10-01 00:00:00,2014-09-25 00:00:00,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=287&z=bh8w,2015,27,FORIA
DSLBD-funded operations components,2014-10-01 00:00:00,2015-09-30 00:00:00,37500.0,37500.0,0,37500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=294&z=bh8w,2015,27,FORIA
Street corner planters,2015-02-15 00:00:00,2015-09-01 00:00:00,3000.0,0.0,3000,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=302&z=bh8w,2015,27,FORIA
Historic Call Box Restoration,2015-01-05 00:00:00,2015-09-30 00:00:00,2000.0,2000.0,4000,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=303&z=bh8w,2015,27,FORIA
RIA MS Branding,2015-01-05 00:00:00,2015-09-30 00:00:00,2000.0,0.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=305&z=bh8w,2015,27,FORIA
Historic Photos installation,2014-10-01 00:00:00,2015-09-25 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=304&z=bh8w,2015,27,FORIA
Annual Meeting,2015-01-05 00:00:00,2015-07-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=300&z=bh8w,2015,27,FORIA
Volunteer Recruitment & Retention,2014-10-01 00:00:00,2015-09-25 00:00:00,1300.0,1300.0,0,1300.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=293&z=bh8w,2015,27,FORIA
Fall Fest Week,2015-01-05 00:00:00,2015-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=296&z=bh8w,2015,27,FORIA
Newsletter & Website,2014-10-01 00:00:00,2015-09-25 00:00:00,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=292&z=bh8w,2015,27,FORIA
Business Directory,2015-02-01 00:00:00,2015-09-30 00:00:00,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=297&z=bh8w,2015,27,FORIA
Business Promotional Events,2014-11-03 00:00:00,2015-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=298&z=bh8w,2015,27,FORIA
Individual TA,2014-10-01 00:00:00,2015-09-25 00:00:00,5000.0,5000.0,25000,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=289&z=bh8w,2015,27,FORIA
TA - Group,2014-10-01 00:00:00,2015-09-22 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=285&z=bh8w,2015,27,FORIA
Business Recruitment/Retention,2014-10-01 00:00:00,2014-09-25 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=288&z=bh8w,2015,27,FORIA
Business Needs Assessment,2014-10-01 00:00:00,2015-09-25 00:00:00,4000.0,4000.0,1000,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=290&z=bh8w,2015,27,FORIA
WebTV,2015-01-05 00:00:00,2015-06-30 00:00:00,2000.0,2000.0,1000,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=291&z=bh8w,2015,27,FORIA
Retail recruittment event & community appreciation,2014-11-01 00:00:00,2015-02-14 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=299&z=bh8w,2015,27,FORIA
Storefront/Facade Improvement,2014-10-01 00:00:00,2015-09-25 00:00:00,35000.0,35000.0,109000,144000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=301&z=bh8w,2015,27,FORIA
Fundraising TA & Materials,2014-10-01 00:00:00,2015-09-30 00:00:00,6200.0,6200.0,0,6200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=295&z=bh8w,2015,27,FORIA
Streetscape Improvements,2014-05-01 00:00:00,2014-09-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=240&z=bh7d,2014,14,FORIA
Fall Fest event development,2014-03-03 00:00:00,2014-09-30 00:00:00,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=238&z=bh7d,2014,14,FORIA
Business Needs Assessment,2014-03-31 00:00:00,2014-09-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=258&z=bh7d,2014,14,FORIA
Grand Openings/Ribbon Cuttings,2014-05-01 00:00:00,2014-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=264&z=bh7d,2014,14,FORIA
Technical Assistance - One on One,2014-03-31 00:00:00,2014-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=261&z=bh7d,2014,14,FORIA
Storefront Improvements,2014-04-30 00:00:00,2014-09-30 00:00:00,65000.0,65000.0,0,65000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=236&z=bh7d,2014,14,FORIA
Business Retention,2013-11-01 00:00:00,2014-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=263&z=bh7d,2014,14,FORIA
Technical Assistance - Group (Biz Bites),2014-06-02 00:00:00,2014-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=262&z=bh7d,2014,14,FORIA
Startup Activities,2013-10-01 00:00:00,2014-09-30 00:00:00,100000.0,100000.0,0,100000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=255&z=bh7d,2014,14,FORIA
Fundraising/Sponsorships,2014-04-01 00:00:00,2014-09-30 00:00:00,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=266&z=bh7d,2014,14,FORIA
Website/Newsletters,2014-04-01 00:00:00,2014-09-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=267&z=bh7d,2014,14,FORIA
Volunteer Recruitment,2014-05-01 00:00:00,2014-10-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=239&z=bh7d,2014,14,FORIA
RIA-MS Collateral Materials,2014-03-03 00:00:00,2014-09-30 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=265&z=bh7d,2014,14,FORIA
Business Database,2014-01-01 00:00:00,2014-09-30 00:00:00,750.0,750.0,0,750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=237&z=bh7d,2014,14,FORIA
Business Directory,2014-06-01 00:00:00,2014-09-30 00:00:00,750.0,750.0,0,750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=268&z=bh7d,2014,14,FORIA
Shaw Main Streets Newsletter,2014-01-01 00:00:00,2014-09-30 00:00:00,10000.0,10000.0,5000,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=218&z=bh69,2014,13,SMS
Shaw Black History Month Event,2014-02-01 00:00:00,2014-02-28 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=226&z=bh69,2014,13,SMS
Shaw Main Streets Website Directory,2014-01-01 00:00:00,2014-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=223&z=bh69,2014,13,SMS
Art All Night 2014,2014-09-01 00:00:00,2014-09-30 00:00:00,10000.0,10000.0,30000,40000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=228&z=bh69,2014,13,SMS
Shaw Open House,2014-09-01 00:00:00,2014-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=221&z=bh69,2014,13,SMS
ED salary,2013-10-01 00:00:00,2014-09-30 00:00:00,37500.0,37500.0,25500,63000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=229&z=bh69,2014,13,SMS
Taste of Shaw,2014-06-01 00:00:00,2014-06-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=222&z=bh69,2014,13,SMS
Storefront Improvement Project,2014-01-01 00:00:00,2014-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=219&z=bh69,2014,13,SMS
Cross Promotion Collaborative Advertising,2013-10-01 00:00:00,2014-09-30 00:00:00,24250.0,24250.0,8000,32250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=220&z=bh69,2014,13,SMS
Social Media & Web Marketing,2013-10-01 00:00:00,2014-09-30 00:00:00,5250.0,5250.0,0,5250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=216&z=bh69,2014,13,SMS
Business Owners Meet & Greet,2014-01-01 00:00:00,2014-09-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=217&z=bh69,2014,13,SMS
Shaw Dining Guide & Mobile App,2013-10-01 00:00:00,2014-09-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=225&z=bh69,2014,13,SMS
Shaw Business Directory and Mobile App,2013-10-01 00:00:00,2014-09-30 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=224&z=bh69,2014,13,SMS
Collaborative Cross Promotions Postcards,2014-02-01 00:00:00,2014-09-30 00:00:00,21000.0,21000.0,0,21000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=227&z=bh69,2014,13,SMS
ED Salary,,,55000.0,55000.0,10000,65000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1039&z=bimb,2018,79,GEORGETOWN
Accounting & Audit,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1057&z=bimb,2018,79,GEORGETOWN
Overhead and Operating Costs,,,24000.0,24000.0,0,24000.0,4154.48,0.0,2768.54,21231.46,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1053&z=bimb,2018,79,GEORGETOWN
Vacant Storefront Displays,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1059&z=bimb,2018,79,GEORGETOWN
Neighborhood Engagement,,,5000.0,0.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1054&z=bimb,2018,79,GEORGETOWN
Database and Website Management,,,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1055&z=bimb,2018,79,GEORGETOWN
Signage and Facade Improvement Grants,,,16500.0,16500.0,0,16500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1058&z=bimb,2018,79,GEORGETOWN
Small Business Technical Assistance Programs,,,16500.0,16500.0,0,16500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1063&z=bimb,2018,79,GEORGETOWN
Rose Garden,,,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1068&z=bimb,2018,79,GEORGETOWN
Wander Wisconsin - Retail & Restaurant Event,,,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1067&z=bimb,2018,79,GEORGETOWN
Book Hill Book Exchange,,,1500.0,0.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1069&z=bimb,2018,79,GEORGETOWN
"Business Surveys,  and Roundtables",,,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1062&z=bimb,2018,79,GEORGETOWN
GMS Branding and Map,,,9000.0,9000.0,0,9000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1064&z=bimb,2018,79,GEORGETOWN
Economic Development Assessment,,,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1061&z=bimb,2018,79,GEORGETOWN
Streetscape  Assessment and Project Prioritization,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1060&z=bimb,2018,79,GEORGETOWN
Welcome Packets,,,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1065&z=bimb,2018,79,GEORGETOWN
Staff and Board Training,,,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1056&z=bimb,2018,79,GEORGETOWN
Photographers,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1066&z=bimb,2018,79,GEORGETOWN
Neighborhood Director Salary,,,55000.0,55000.0,10000,65000.0,9788.21,0.0,9788.21,45211.79,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=925&z=bijd,2018,76,DB LGA
Rent,,,15000.0,15000.0,3000,18000.0,13426.37,0.0,13426.37,1573.63,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=926&z=bijd,2018,76,DB LGA
Equipment/Laptops,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=927&z=bijd,2018,76,DB LGA
First Fridays,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=940&z=bijd,2018,76,DB LGA
Petworth Event,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=937&z=bijd,2018,76,DB LGA
Pleasant Plains/Howard Event,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=939&z=bijd,2018,76,DB LGA
Parkview Event,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=938&z=bijd,2018,76,DB LGA
Branding/Marketing/Web Development,,,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=936&z=bijd,2018,76,DB LGA
TA Consultants,,,13000.0,13000.0,0,13000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=935&z=bijd,2018,76,DB LGA
Conference Travel & Accommodations,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=934&z=bijd,2018,76,DB LGA
Accounting,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=929&z=bijd,2018,76,DB LGA
Insurance,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=928&z=bijd,2018,76,DB LGA
Continuing Education,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=933&z=bijd,2018,76,DB LGA
Professional Services/SIPS Grants,,,8000.0,8000.0,0,8000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=932&z=bijd,2018,76,DB LGA
Corner Store Conversion,,,15000.0,15000.0,0,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=931&z=bijd,2018,76,DB LGA
IGNITE Your Business,,,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=930&z=bijd,2018,76,DB LGA
Main Street Training,,,12000.0,12000.0,0,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=941&z=bijd,2018,76,DB LGA
Operations,2013-10-01 00:00:00,2014-09-30 00:00:00,5000.0,5000.0,1170,6170.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=158&z=bh6z,2014,11,HDCMS
Print Advertising,2013-10-01 00:00:00,2014-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=162&z=bh6z,2014,11,HDCMS
Annual Meeting and Silent Auction,2014-01-01 00:00:00,2014-02-28 00:00:00,1000.0,1000.0,2000,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=166&z=bh6z,2014,11,HDCMS
Retail Guide,2014-01-01 00:00:00,2014-05-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=159&z=bh6z,2014,11,HDCMS
Website,2014-02-03 00:00:00,2014-06-01 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=161&z=bh6z,2014,11,HDCMS
Taste of Dupont,2014-04-01 00:00:00,2014-05-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=163&z=bh6z,2014,11,HDCMS
Events in the Circle,2014-06-01 00:00:00,2014-09-30 00:00:00,10000.0,10000.0,10000,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=164&z=bh6z,2014,11,HDCMS
Banners,2013-10-01 00:00:00,2013-12-31 00:00:00,12000.0,12000.0,9000,21000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=160&z=bh6z,2014,11,HDCMS
Newsletter,2013-10-01 00:00:00,2014-09-30 00:00:00,12000.0,12000.0,0,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=157&z=bh6z,2014,11,HDCMS
Staffing,2013-10-01 00:00:00,2014-09-30 00:00:00,37500.0,37500.0,85000,122500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=167&z=bh6z,2014,11,HDCMS
17th Street Festival,2014-09-01 00:00:00,2014-09-30 00:00:00,14000.0,14000.0,11000,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=165&z=bh6z,2014,11,HDCMS
Annual Report,2014-01-01 00:00:00,2014-03-31 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=145&z=bh6z,2014,11,HDCMS
audit,2013-10-01 00:00:00,2013-12-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=146&z=bh6z,2014,11,HDCMS
Operate Effective Main Streets Program,2012-12-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,0,60000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=18&z=biai,2013,9,NCMS
Promoting Main Street,2013-12-01 00:00:00,2013-06-30 00:00:00,75000.0,75000.0,0,75000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=112&z=biai,2013,9,NCMS
Showcase Storefront Improvement,2013-04-01 00:00:00,2013-07-31 00:00:00,20000.0,20000.0,6000,26000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=113&z=biai,2013,9,NCMS
Website redevelopment -- NCMS Business Marketplace,2013-01-02 00:00:00,2013-04-30 00:00:00,40000.0,0.0,0,40000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=114&z=biai,2013,9,NCMS
Showcase Storefront Technical Assistance,2013-03-04 00:00:00,2013-07-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=115&z=biai,2013,9,NCMS
Administration,2016-11-01 00:00:00,2017-09-30 00:00:00,80000.0,80000.0,14500,94500.0,85224.32,0.0,80000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=741&z=bidp,2017,58,DB CH&MP
Columbia Heights Day,2017-02-01 00:00:00,2017-06-18 00:00:00,15000.0,15000.0,30000,45000.0,15714.8,0.0,15714.8,-714.8,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=742&z=bidp,2017,58,DB CH&MP
TA assistance liaison,2017-02-01 00:00:00,2017-09-30 00:00:00,15000.0,15000.0,0,15000.0,15166.43,0.0,15166.43,-166.43,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=743&z=bidp,2017,58,DB CH&MP
Business Technical Assistance,2017-02-01 00:00:00,2017-09-30 00:00:00,40000.0,40000.0,0,40000.0,39282.5,0.0,39282.5,717.5,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=745&z=bidp,2017,58,DB CH&MP
Board Training,2017-01-01 00:00:00,2017-09-30 00:00:00,11975.0,11975.0,0,11975.0,11975.0,0.0,11975.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=749&z=bidp,2017,58,DB CH&MP
Business Breakfasts,2017-02-01 00:00:00,2017-09-30 00:00:00,2000.0,2000.0,1000,3000.0,205.86,0.0,205.86,1794.14,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=744&z=bidp,2017,58,DB CH&MP
Website Redevelopment,2017-02-28 00:00:00,2017-03-31 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=747&z=bidp,2017,58,DB CH&MP
Movie Nights,2017-02-01 00:00:00,2017-09-30 00:00:00,2000.0,2000.0,0,2000.0,4333.0,0.0,3708.0,-1708.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=796&z=bidp,2017,58,DB CH&MP
Volunteer development & retention,2017-02-01 00:00:00,2017-09-30 00:00:00,1000.0,1000.0,0,1000.0,1790.0,0.0,1790.0,-790.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=797&z=bidp,2017,58,DB CH&MP
Accounting,2017-02-01 00:00:00,2017-09-30 00:00:00,7000.0,7000.0,0,7000.0,7000.0,0.0,7000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=799&z=bidp,2017,58,DB CH&MP
ER training and Market Study,2017-02-04 00:00:00,2017-09-30 00:00:00,9750.0,9750.0,0,9750.0,9750.0,0.0,9750.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=800&z=bidp,2017,58,DB CH&MP
Branding Project,2017-01-01 00:00:00,2017-02-28 00:00:00,8000.0,8000.0,0,8000.0,9378.0,0.0,7943.02,56.98,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=746&z=bidp,2017,58,DB CH&MP
NMSC conference & registration,2017-02-01 00:00:00,2017-09-30 00:00:00,1700.0,1700.0,0,1700.0,2464.39,0.0,2464.39,-764.39,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=801&z=bidp,2017,58,DB CH&MP
